종목코드,종목명,상장일,분류체계,운용사,수익률(최근 1년),기초지수,추적오차,순자산총액,괴리율,변동성,복제방법,총보수,과세유형
280930,KODEX 미국러셀2000(H),2017/11/09,주식-시장대표,삼성자산운용,-1.39,FTSE Russell 2000 Index,1.19,51427864085,0.95,매우높음,실물(패시브),0.45,배당소득세(보유기간과세)
0048J0,KODEX 미국머니마켓액티브,2025/05/13,채권-혼합-단기,삼성자산운용,0.0,KAP 미국 머니마켓 지수,0.27,304903307749,-0.16,낮음,실물(액티브),0.05,배당소득세(보유기간과세)
390390,KODEX 미국반도체,2021/06/30,주식-업종섹터-업종테마,삼성자산운용,20.13,MVIS US Listed Semiconductor 25 Index,0.36,474170172193,0.69,매우높음,실물(패시브),0.09,배당소득세(보유기간과세)
489250,KODEX 미국배당다우존스,2024/08/13,주식-전략-배당,삼성자산운용,0.0,Dow Jones U.S. Dividend 100 Price Return Index,0.39,356004358231,0.25,보통,실물(패시브),0.009,배당소득세(보유기간과세)
483290,KODEX 미국배당다우존스타겟커버드콜,2024/05/28,주식-전략-배당,삼성자산운용,-11.3,Dow Jones U.S. Dividend 100 10% Premium Covered Call Index(Total Return),1.61,171961260268,0.21,보통,실물(패시브),0.39,배당소득세(보유기간과세)
441640,KODEX 미국배당커버드콜액티브,2022/09/27,주식-시장대표,삼성자산운용,4.99,S&P 500,6.87,495352054762,0.19,보통,실물(액티브),0.19,배당소득세(보유기간과세)
352560,KODEX 미국부동산리츠(H),2020/05/13,부동산-리츠,삼성자산운용,1.84,Dow Jones U.S. Real Estate PR Index,1.12,33932940545,0.34,높음,실물(패시브),0.09,배당소득세(분리과세부동산ETF)
314250,KODEX 미국빅테크10(H),2019/01/10,주식-업종섹터-업종테마,삼성자산운용,35.27,NYSE U.S. Big TECH 10 INDEX,0.5,693150048906,0.82,매우높음,실물(패시브),0.45,배당소득세(보유기간과세)
473460,KODEX 미국서학개미,2023/12/27,주식-전략-전략테마,삼성자산운용,56.88,iSelect 서학개미 지수(PR),0.52,216586492922,1.17,매우높음,실물(패시브),0.25,배당소득세(보유기간과세)
390400,KODEX 미국스마트모빌리티S&P,2021/06/30,주식-업종섹터-업종테마,삼성자산운용,14.11,S&P Kensho Smart Transportation,0.38,9058786351,-0.01,매우높음,실물(패시브),0.09,배당소득세(보유기간과세)
437080,KODEX 미국종합채권ESG액티브(H),2022/08/09,채권-혼합-중기,삼성자산운용,0.73,Bloomberg MSCI US Aggregate 2bn ex Securitized SRI Capped Index(Total Return),2.06,290780447105,0.0,매우낮음,실물(액티브),0.18,배당소득세(보유기간과세)
419420,KODEX 미국클린에너지나스닥,2022/03/22,주식-업종섹터-업종테마,삼성자산운용,2.8,Nasdaq Clean Edge Green Energy Index (Price Return),0.48,10190516889,-0.05,매우높음,실물(패시브),0.45,배당소득세(보유기간과세)
491090,KODEX 미국테크TOP3플러스,2024/09/10,주식-업종섹터-업종테마,삼성자산운용,0.0,KEDI 미국테크TOP3플러스 지수(Price Return),0.23,26571244015,0.43,매우높음,실물(패시브),0.3,배당소득세(보유기간과세)
0038A0,KODEX 미국휴머노이드로봇,2025/04/15,주식-업종섹터-업종테마,삼성자산운용,0.0,iSelect 미국 휴머노이드 로봇 지수(Price Return),0.27,79841539653,1.19,매우높음,실물(패시브),0.45,배당소득세(보유기간과세)
244580,KODEX 바이오,2016/05/13,주식-업종섹터-업종테마,삼성자산운용,10.19,FnGuide 바이오 지수,1.15,133753086071,0.17,매우높음,실물(패시브),0.45,비과세
091160,KODEX 반도체,2006/06/27,주식-업종섹터-정보기술,삼성자산운용,-4.89,KRX 반도체,0.78,701193386710,-0.32,매우높음,실물(패시브),0.45,비과세
494310,KODEX 반도체레버리지,2024/10/22,주식-업종섹터-정보기술,삼성자산운용,0.0,KRX 반도체,3.29,104212079466,-0.83,매우높음,실물(패시브),0.49,배당소득세(보유기간과세)
325020,KODEX 배당가치,2019/05/31,주식-전략-배당,삼성자산운용,15.79,FnGuide SLV 배당가치 지수,1.43,106942448845,-0.41,높음,실물(패시브),0.3,비과세
211900,KODEX 배당성장,2014/12/17,주식-전략-배당,삼성자산운용,24.65,코스피 배당성장 50,1.41,49543352486,-0.21,보통,실물(패시브),0.15,비과세
237370,KODEX 배당성장채권혼합,2016/01/27,혼합자산-주식+채권,삼성자산운용,9.73,배당성장채권혼합지수,0.69,68977971051,-0.32,매우낮음,실물(패시브),0.19,배당소득세(보유기간과세)
244670,KODEX 밸류Plus,2016/05/13,주식-전략-가치,삼성자산운용,20.72,FnGuide 벨류 Plus 지수,1.68,6056372130,-0.44,높음,실물(패시브),0.3,비과세
140700,KODEX 보험,2011/04/26,주식-업종섹터-금융,삼성자산운용,12.67,KRX 보험,2.04,49106541935,-0.35,매우높음,실물(패시브),0.45,비과세
102780,KODEX 삼성그룹,2008/05/21,주식-전략-기업그룹,삼성자산운용,2.79,삼성그룹,0.62,1404730416019,-0.25,높음,실물(패시브),0.25,비과세
213610,KODEX 삼성그룹밸류,2015/01/08,주식-전략-기업그룹,삼성자산운용,3.95,WISE 삼성그룹 밸류 인덱스,0.44,144488105118,-0.18,높음,실물(패시브),0.09,비과세
448330,KODEX 삼성전자채권혼합,2022/11/29,혼합자산-주식+채권,삼성자산운용,-1.64,Wise 삼성전자채권혼합 지수,0.44,107571245666,-0.34,낮음,실물(패시브),0.07,배당소득세(보유기간과세)
325010,KODEX 성장주,2019/05/31,주식-전략-성장,삼성자산운용,17.12,FnGuide 성장 지수(PR),0.37,106014748033,-0.31,매우높음,실물(패시브),0.3,비과세
385510,KODEX 신재생에너지액티브,2021/05/25,주식-전략-전략테마,삼성자산운용,46.78,FnGuide K-신재생에너지 플러스 지수,13.09,144279990120,0.1,매우높음,실물(액티브),0.5,배당소득세(보유기간과세)
446690,KODEX 아시아AI반도체exChina액티브,2023/02/01,주식-업종섹터-업종테마,삼성자산운용,4.33,iSelect 아시아반도체 제조동맹 지수(시장가격),8.39,9303830297,-1.68,매우높음,실물(액티브),0.5,배당소득세(보유기간과세)
437070,KODEX 아시아달러채권ESG플러스액티브,2022/08/09,채권-혼합-중기,삼성자산운용,5.51,Bloomberg MSCI EM Asia Investment Grade Credit SRI Index(Total Return),2.32,62363353188,-0.16,매우낮음,실물(액티브),0.18,배당소득세(보유기간과세)
117460,KODEX 에너지화학,2009/10/12,주식-업종섹터-에너지화학,삼성자산운용,-3.0,KRX 에너지화학,0.57,30535296382,0.15,매우높음,실물(패시브),0.45,비과세
275300,KODEX 우량주,2017/07/11,주식-전략-혼합/퀀트,삼성자산운용,10.89,MSCI Korea IMI Quality Capped,0.87,13681943600,-0.33,높음,실물(패시브),0.3,비과세
140710,KODEX 운송,2011/04/26,주식-업종섹터-산업재,삼성자산운용,20.87,KRX 운송,0.99,11380908180,-0.42,매우높음,실물(패시브),0.45,비과세
395150,KODEX 웹툰&드라마,2021/07/30,주식-업종섹터-업종테마,삼성자산운용,5.69,FnGuide 웹툰&드라마 지수,0.84,18418009297,-0.11,매우높음,실물(패시브),0.45,비과세
456250,KODEX 유럽명품TOP10 STOXX,2023/04/25,주식-업종섹터-업종테마,삼성자산운용,14.13,STOXX Europe Luxury 10 Index(Price Return),1.17,13246500213,-0.09,높음,실물(패시브),0.45,배당소득세(보유기간과세)
400570,KODEX 유럽탄소배출권선물ICE(H),2021/09/30,기타,삼성자산운용,1.8,ICE EUA Carbon Futures Index(Excess Return),1.14,29991689445,-0.06,매우높음,실물(패시브),0.64,배당소득세(보유기간과세)
144600,KODEX 은선물(H),2011/07/18,원자재-금속-은,삼성자산운용,31.56,S&P GSCI Silver Index(TR),1.12,143499061748,0.23,매우높음,실물(패시브),0.68,배당소득세(보유기간과세)
091170,KODEX 은행,2006/06/27,주식-업종섹터-금융,삼성자산운용,31.98,KRX 은행,2.4,391286459717,-0.15,매우높음,실물(패시브),0.3,비과세
453810,KODEX 인도Nifty50,2023/04/21,주식-시장대표,삼성자산운용,-4.51,Nifty 50 Index,0.3,441736271648,-0.54,보통,실물(패시브),0.19,배당소득세(보유기간과세)
453820,KODEX 인도Nifty50레버리지(합성),2023/04/21,주식-시장대표,삼성자산운용,-11.89,Nifty 50 Index,3.59,24559254440,-0.9,매우높음,합성(패시브),0.39,배당소득세(보유기간과세)
0000H0,KODEX 인도Nifty미드캡100,2025/04/08,주식-규모-중형주,삼성자산운용,0.0,Nifty Midcap 100 Index(PR),0.12,19965518827,-0.02,높음,실물(패시브),0.45,배당소득세(보유기간과세)
477730,KODEX 인도타타그룹,2024/05/08,주식-전략-기업그룹,삼성자산운용,-21.05,Nifty India Corporate Group Index - Tata Group 25% Cap(PR),1.75,37246220766,-0.73,보통,실물(패시브),0.45,배당소득세(보유기간과세)
114800,KODEX 인버스,2009/09/16,주식-시장대표,삼성자산운용,-15.86,코스피 200 선물지수,0.17,713860003776,-0.21,높음,실물(패시브),0.64,배당소득세(보유기간과세)
101280,KODEX 일본TOPIX100,2008/02/20,주식-시장대표,삼성자산운용,9.78,TOPIX100,1.46,26625262170,-1.01,높음,실물(패시브),0.19,배당소득세(해외주식투자전용ETF)
352540,KODEX 일본부동산리츠(H),2020/05/13,부동산-리츠,삼성자산운용,5.5,Tokyo Stock Exchange REIT Index,1.77,23414508104,0.79,낮음,실물(패시브),0.3,배당소득세(분리과세부동산ETF)
091180,KODEX 자동차,2006/06/27,주식-업종섹터-경기소비재,삼성자산운용,1.11,KRX 자동차,1.8,511123825405,-0.12,매우높음,실물(패시브),0.45,비과세
385520,KODEX 자율주행액티브,2021/05/25,주식-전략-전략테마,삼성자산운용,-9.67,FnGuide K-미래차 지수,7.15,17750109799,0.11,매우높음,실물(액티브),0.5,배당소득세(보유기간과세)
363570,KODEX 장기종합채권(AA-이상)액티브,2020/09/25,채권-혼합-장기,삼성자산운용,5.93,"KAP 한국장기종합채권지수(AA-이상, 총수익)",0.25,352769063174,-0.02,매우낮음,실물(액티브),0.045,배당소득세(보유기간과세)
273130,KODEX 종합채권(AA-이상)액티브,2017/06/29,채권-혼합-중기,삼성자산운용,5.05,KAP 한국종합채권지수,0.16,3581469444460,0.05,매우낮음,실물(액티브),0.045,배당소득세(보유기간과세)
102970,KODEX 증권,2008/05/29,주식-업종섹터-금융,삼성자산운용,76.56,KRX 증권,2.24,395728309708,-0.15,매우높음,실물(패시브),0.45,비과세
419430,KODEX 차이나2차전지MSCI(합성),2022/03/22,주식-업종섹터-업종테마,삼성자산운용,45.16,MSCI China all shares IMI Select Batteries Index(Price Return),1.9,26376526326,-0.61,매우높음,합성(패시브),0.25,배당소득세(보유기간과세)
169950,KODEX 차이나A50,2013/01/21,주식-시장대표,삼성자산운용,23.46,FTSE China A50 Index,2.59,22514564602,-0.09,높음,실물(패시브),0.12,배당소득세(해외주식투자전용ETF)
428510,KODEX 차이나AI테크액티브,2022/05/17,주식-업종섹터-업종테마,삼성자산운용,29.58,Bloomberg Greater China Media & Tech Index(Price Return),12.36,20314207189,0.6,매우높음,실물(액티브),0.5,배당소득세(보유기간과세)
283580,KODEX 차이나CSI300,2017/12/13,주식-시장대표,삼성자산운용,23.07,CSI 300 Index,2.88,151690331694,-0.24,매우높음,실물(패시브),0.12,배당소득세(해외주식투자전용ETF)
099140,KODEX 차이나H,2007/10/10,주식-시장대표,삼성자산운용,49.55,Hang Seng China H,0.58,47062196373,-0.22,매우높음,실물(패시브),0.12,배당소득세(해외주식투자전용ETF)
204450,KODEX 차이나H레버리지(H),2014/09/12,주식-시장대표,삼성자산운용,99.27,Hang Seng China H,2.43,56864862870,0.07,매우높음,실물(패시브),0.64,배당소득세(보유기간과세)
415340,KODEX 차이나과창판STAR50(합성),2022/01/13,주식-시장대표,삼성자산운용,50.09,STAR 50 Index(Price Return),1.28,17155234298,-0.82,매우높음,합성(패시브),0.09,배당소득세(보유기간과세)
256750,KODEX 차이나심천ChiNext(합성),2016/11/08,주식-시장대표,삼성자산운용,38.87,SZSE ChiNext Price Index,0.8,30943496256,-0.66,매우높음,합성(패시브),0.47,배당소득세(보유기간과세)
0065G0,KODEX 차이나테크TOP10,2025/06/17,주식-업종섹터-업종테마,삼성자산운용,0.0,Hang Seng China Tech Top 10 Select Index (HKD) (Price Return),0.43,73870034942,-1.5,높음,실물(패시브),0.45,배당소득세(보유기간과세)
372330,KODEX 차이나항셍테크,2020/12/16,주식-업종섹터-업종테마,삼성자산운용,62.21,Hang Seng TECH Index,0.49,178625716607,-0.52,매우높음,실물(패시브),0.12,배당소득세(보유기간과세)
0048K0,KODEX 차이나휴머노이드로봇,2025/05/13,주식-업종섹터-업종테마,삼성자산운용,0.0,Solactive China Humanoid Robotics Index (CNH) (Price Return),1.16,70072596730,-0.49,매우높음,실물(패시브),0.45,배당소득세(보유기간과세)
117680,KODEX 철강,2009/10/30,주식-업종섹터-철강소재,삼성자산운용,64.8,KRX 철강,1.59,27161605893,0.28,매우높음,실물(패시브),0.45,비과세
279540,KODEX 최소변동성,2017/10/17,주식-전략-변동성,삼성자산운용,12.2,KRX 최소변동성지수,0.87,7399752367,-0.47,보통,실물(패시브),0.3,비과세
445150,KODEX 친환경조선해운액티브,2022/11/15,주식-업종섹터-업종테마,삼성자산운용,94.18,FnGuide K-친환경 선박 지수,9.65,50929399574,0.3,매우높음,실물(액티브),0.5,배당소득세(보유기간과세)
495850,KODEX 코리아밸류업,2024/11/04,주식-시장대표,삼성자산운용,0.0,코리아 밸류업 지수,1.01,225377328789,-0.21,높음,실물(패시브),0.008,비과세
373490,KODEX 코리아혁신성장액티브,2020/12/24,주식-전략-전략테마,삼성자산운용,6.23,FnGuide K-이노베이션 지수,4.13,7023171550,-0.47,높음,실물(액티브),0.5,배당소득세(보유기간과세)
229200,KODEX 코스닥150,2015/10/01,주식-시장대표,삼성자산운용,2.2,코스닥 150,0.21,1330455146295,-0.36,매우높음,실물(패시브),0.25,비과세
233740,KODEX 코스닥150레버리지,2015/12/17,주식-시장대표,삼성자산운용,-8.63,코스닥 150,6.62,1956554106072,-0.77,매우높음,실물(패시브),0.64,배당소득세(보유기간과세)
360150,KODEX 코스닥150롱코스피200숏선물,2020/08/21,주식-전략-전략테마,삼성자산운용,-11.18,코스닥150 롱 100% 코스피200 숏 100% 선물지수,1.48,7442136700,-0.05,보통,실물(패시브),0.64,배당소득세(보유기간과세)
251340,KODEX 코스닥150선물인버스,2016/08/10,주식-시장대표,삼성자산운용,-7.59,F-코스닥150 지수,0.57,260222396206,-0.54,매우높음,실물(패시브),0.64,배당소득세(보유기간과세)
461450,KODEX 코스닥글로벌,2023/06/29,주식-시장대표,삼성자산운용,15.46,코스닥 글로벌 지수,0.25,13010293209,-0.42,매우높음,실물(패시브),0.09,비과세
226490,KODEX 코스피,2015/08/24,주식-시장대표,삼성자산운용,17.35,코스피,0.72,554025725772,-0.24,높음,실물(패시브),0.15,비과세
237350,KODEX 코스피100,2016/01/27,주식-시장대표,삼성자산운용,15.24,코스피 100,0.79,130330305319,-0.2,높음,실물(패시브),0.15,비과세
359210,KODEX 코스피TR,2020/07/21,주식-시장대표,삼성자산운용,20.37,코스피 TR,0.26,60523111026,-0.29,높음,실물(패시브),0.07,배당소득세(보유기간과세)
337140,KODEX 코스피대형주,2019/11/14,주식-규모-대형주,삼성자산운용,17.69,코스피 대형주,0.78,17104779365,-0.32,높음,실물(패시브),0.15,비과세
138920,KODEX 콩선물(H),2011/03/15,원자재-농산물-콩,삼성자산운용,-8.49,S&P GSCI Soybeans Index(TR),0.98,5444226878,-0.54,보통,실물(패시브),0.68,배당소득세(보유기간과세)
244660,KODEX 퀄리티Plus,2016/05/13,주식-전략-혼합/퀀트,삼성자산운용,2.9,FnGuide 퀄리티 Plus 지수,0.78,4605262289,0.32,보통,실물(패시브),0.3,비과세
375770,KODEX 탄소효율그린뉴딜,2021/02/05,주식-전략-전략테마,삼성자산운용,13.06,KRX/S&P 탄소효율 그린뉴딜지수,0.82,25651432026,-0.4,높음,실물(패시브),0.09,비과세
459560,KODEX 테슬라밸류체인FactSet,2023/06/08,주식-업종섹터-업종테마,삼성자산운용,24.43,FactSet TSLA Value Chain Index(PR),44.46,20459399392,-0.5,매우높음,실물(패시브),0.18,배당소득세(보유기간과세)
475080,KODEX 테슬라커버드콜채권혼합액티브,2024/01/23,혼합자산-주식+채권,삼성자산운용,-9.19,KEDI 테슬라 인컴 프리미엄 밸런스드 지수(TR),4.03,306920820763,0.24,보통,실물(액티브),0.39,배당소득세(보유기간과세)
266410,KODEX 필수소비재,2017/03/28,주식-업종섹터-생활소비재,삼성자산운용,18.42,KRX 필수소비재,1.44,16432624209,-0.26,높음,실물(패시브),0.45,비과세
